Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
2,FivePoints,San Joaquin Valley,5/8/2015,128,0.16, ,0.00, ,507, ,9.7, ,70.4, ,46.4, ,57.1, ,91, ,35, ,61, ,43.8, ,3.8, ,91.2, ,63.9, 
2,FivePoints,San Joaquin Valley,5/9/2015,129,0.23, ,0.00, ,659, ,10.9, ,77.9, ,48.0, ,64.2, ,87, ,33, ,53, ,46.8, ,4.6, ,111.4, ,64.5, 
2,FivePoints,San Joaquin Valley,5/10/2015,130,0.25, ,0.00, ,641, ,10.0, ,85.9, ,49.1, ,68.4, ,87, ,22, ,42, ,44.6, ,4.3, ,102.7, ,65.5, 
2,FivePoints,San Joaquin Valley,5/11/2015,131,0.28, ,0.00, ,646, ,8.1, ,85.4, ,52.1, ,67.9, ,67, ,20, ,35, ,39.2, ,7.0, ,167.3, ,65.9, 
2,FivePoints,San Joaquin Valley,5/12/2015,132,0.26, ,0.00, ,903,R,6.0, ,75.3, ,56.0, ,67.4, ,76, ,20, ,26, ,31.7, ,7.4, ,178.7, ,65.4, 
2,FivePoints,San Joaquin Valley,5/13/2015,133,0.25, ,0.00, ,636, ,6.6, ,74.8, ,43.2, ,62.0, ,68, ,19, ,35, ,33.8, ,6.5, ,155.9, ,64.9, 
2,FivePoints,San Joaquin Valley,5/14/2015,134,0.13, ,0.27, ,376, ,10.3, ,68.2, ,52.8, ,57.5, ,90, ,39, ,64, ,45.4, ,6.6, ,157.4, ,64.4, 
2,FivePoints,San Joaquin Valley,5/15/2015,135,0.16, ,0.00, ,480, ,11.4, ,70.9, ,51.7, ,59.9, ,93, ,40, ,64, ,47.9, ,4.0, ,95.1, ,64.4, 
2,FivePoints,San Joaquin Valley,5/16/2015,136,0.23, ,0.00, ,661, ,9.1, ,80.3, ,43.4, ,62.4, ,88, ,24, ,47, ,42.0, ,3.7, ,89.1, ,64.5, 
2,FivePoints,San Joaquin Valley,5/17/2015,137,0.19, ,0.00, ,441, ,9.9, ,75.3, ,53.6, ,63.9, ,74, ,32, ,49, ,44.4, ,6.1, ,147.2, ,64.8, 
2,FivePoints,San Joaquin Valley,5/18/2015,138,0.23, ,0.00, ,549, ,9.3, ,76.7, ,54.5, ,64.6, ,68, ,29, ,45, ,42.6, ,7.2, ,171.7, ,65.2, 
2,FivePoints,San Joaquin Valley,5/19/2015,139,0.23, ,0.00, ,647, ,9.2, ,78.1, ,47.6, ,63.7, ,81, ,27, ,46, ,42.5, ,5.3, ,126.8, ,65.3, 
2,FivePoints,San Joaquin Valley,5/20/2015,140,0.25, ,0.00, ,641, ,10.0, ,80.6, ,53.2, ,66.6, ,71, ,24, ,45, ,44.6, ,6.7, ,160.5, ,65.7, 
2,FivePoints,San Joaquin Valley,5/21/2015,141,0.17, ,0.00, ,456, ,10.9, ,71.0, ,55.0, ,63.0, ,74, ,37, ,55, ,46.8, ,5.6, ,134.4, ,65.9, 
2,FivePoints,San Joaquin Valley,5/22/2015,142,0.16, ,0.00, ,439, ,11.7, ,73.3, ,54.2, ,63.6, ,81, ,40, ,58, ,48.6, ,5.4, ,130.0, ,65.8, 
2,FivePoints,San Joaquin Valley,5/23/2015,143,0.24, ,0.00, ,650, ,11.3, ,78.3, ,51.6, ,66.1, ,79, ,35, ,52, ,47.8, ,6.1, ,147.4, ,66.0, 
2,FivePoints,San Joaquin Valley,5/24/2015,144,0.25, ,0.00, ,661, ,11.6, ,83.8, ,50.6, ,68.8, ,79, ,31, ,49, ,48.6, ,4.6, ,111.1, ,66.7, 
2,FivePoints,San Joaquin Valley,5/25/2015,145,0.28, ,0.00, ,669, ,11.1, ,87.1, ,54.2, ,71.2, ,73, ,24, ,42, ,47.2, ,6.3, ,151.0, ,67.2, 
2,FivePoints,San Joaquin Valley,5/26/2015,146,0.27, ,0.00, ,685, ,10.8, ,85.7, ,54.5, ,70.1, ,71, ,27, ,43, ,46.6, ,6.7, ,160.1, ,67.8, 
2,FivePoints,San Joaquin Valley,5/27/2015,147,0.28, ,0.00, ,694, ,10.3, ,87.2, ,53.7, ,70.7, ,69, ,24, ,40, ,45.3, ,7.0, ,167.2, ,70.0, 
2,FivePoints,San Joaquin Valley,5/28/2015,148,0.28, ,0.00, ,672, ,10.5, ,88.3, ,53.6, ,72.0, ,67, ,22, ,39, ,45.8, ,6.2, ,148.2, ,71.3, 
2,FivePoints,San Joaquin Valley,5/29/2015,149,0.29, ,0.00, ,669, ,10.4, ,92.4, ,55.3, ,75.5, ,63, ,18, ,34, ,45.5, ,5.2, ,125.2, ,71.3, 
2,FivePoints,San Joaquin Valley,5/30/2015,150,0.30, ,0.00, ,677, ,10.4, ,95.5, ,58.2, ,78.3, ,58, ,18, ,32, ,45.6, ,5.4, ,130.4, ,71.1, 
2,FivePoints,San Joaquin Valley,5/31/2015,151,0.32, ,0.00, ,702, ,9.1, ,98.0, ,59.1, ,76.4, ,57, ,11, ,29, ,42.2, ,6.6, ,157.4, ,71.1, 
2,FivePoints,San Joaquin Valley,6/1/2015,152,0.29, ,0.00, ,715, ,11.0, ,84.4, ,51.2, ,69.2, ,72, ,30, ,45, ,47.0, ,8.4, ,201.3, ,70.5, 
2,FivePoints,San Joaquin Valley,6/2/2015,153,0.29, ,0.00, ,713, ,12.2, ,84.7, ,57.5, ,71.1, ,75, ,28, ,47, ,49.8, ,8.5, ,203.2, ,70.4, 
2,FivePoints,San Joaquin Valley,6/3/2015,154,0.29, ,0.00, ,679, ,8.7, ,86.2, ,53.6, ,71.0, ,73, ,18, ,34, ,41.0, ,6.6, ,157.2, ,70.3, 
2,FivePoints,San Joaquin Valley,6/4/2015,155,0.26, ,0.00, ,721, ,9.6, ,82.3, ,48.6, ,67.1, ,76, ,22, ,42, ,43.5, ,4.5, ,109.1, ,69.7, 
2,FivePoints,San Joaquin Valley,6/5/2015,156,0.28, ,0.00, ,693, ,11.0, ,87.1, ,53.3, ,72.0, ,73, ,26, ,41, ,47.0, ,4.8, ,114.8, ,69.5, 
2,FivePoints,San Joaquin Valley,6/6/2015,157,0.30, ,0.00, ,696, ,12.0, ,90.7, ,59.6, ,75.8, ,66, ,22, ,39, ,49.4, ,5.7, ,136.2, ,70.3, 
2,FivePoints,San Joaquin Valley,6/7/2015,158,0.30, ,0.00, ,706, ,12.6, ,95.3, ,61.4, ,79.2, ,64, ,21, ,37, ,50.8, ,5.5, ,132.9, ,71.2, 
2,FivePoints,San Joaquin Valley,6/8/2015,159,0.31, ,0.00, ,712, ,12.5, ,103.1, ,64.7, ,84.6, ,59, ,13, ,31, ,50.5, ,4.7, ,114.0, ,74.7, 
2,FivePoints,San Joaquin Valley,6/9/2015,160,0.14, ,0.00, ,264, ,13.4, ,88.0, ,64.3, ,78.4, ,54, ,27, ,40, ,52.4, ,4.8, ,114.5, ,75.4, 
2,FivePoints,San Joaquin Valley,6/10/2015,161,0.33, ,0.00, ,691, ,15.5, ,87.4, ,68.4,Y,78.4, ,67, ,36, ,47, ,56.3, ,8.7, ,207.8, ,74.3, 
2,FivePoints,San Joaquin Valley,6/11/2015,162,0.28, ,0.00, ,689, ,16.5, ,92.1, ,63.5, ,78.4, ,81, ,29, ,50, ,58.0, ,4.9, ,118.3, ,74.4, 
2,FivePoints,San Joaquin Valley,6/12/2015,163,0.30, ,0.00, ,685, ,15.9, ,98.1, ,69.4,Y,84.4, ,59, ,26, ,39, ,57.0, ,4.6, ,111.1, ,75.3, 
2,FivePoints,San Joaquin Valley,6/13/2015,164,0.32, ,0.00, ,694, ,12.6, ,102.1, ,67.0,Y,84.9, ,69, ,13, ,31, ,50.6, ,4.8, ,114.9, ,75.9, 
2,FivePoints,San Joaquin Valley,6/14/2015,165,0.32, ,0.00, ,737, ,10.4, ,97.1, ,58.8, ,78.9, ,55, ,15, ,31, ,45.5, ,5.7, ,137.1, ,75.5, 
2,FivePoints,San Joaquin Valley,6/15/2015,166,0.33, ,0.00, ,748, ,9.0, ,95.9, ,57.1, ,77.5, ,58, ,13, ,28, ,41.8, ,6.4, ,153.6, ,74.9, 
2,FivePoints,San Joaquin Valley,6/16/2015,167,0.31, ,0.00, ,747, ,9.3, ,95.2, ,54.8, ,76.5, ,57, ,14, ,30, ,42.5, ,5.3, ,126.4, ,74.4, 
2,FivePoints,San Joaquin Valley,6/17/2015,168,0.32, ,0.00, ,735, ,9.6, ,98.8, ,57.5, ,80.1, ,63, ,12, ,27, ,43.5, ,4.8, ,114.8, ,75.4, 
2,FivePoints,San Joaquin Valley,6/18/2015,169,0.35, ,0.00, ,749, ,7.7, ,98.7, ,58.0, ,81.0, ,53, ,12, ,21, ,37.9, ,6.9, ,165.4, ,75.6, 
2,FivePoints,San Joaquin Valley,6/19/2015,170,0.34, ,0.00, ,762,R,7.1, ,95.3, ,55.0, ,78.6, ,41, ,13, ,21, ,35.6, ,6.5, ,157.1, ,74.9, 
2,FivePoints,San Joaquin Valley,6/20/2015,171,0.33, ,0.00, ,733, ,8.7, ,98.2, ,57.7, ,80.0, ,52, ,13, ,25, ,41.0, ,5.1, ,121.4, ,74.7, 
2,FivePoints,San Joaquin Valley,6/21/2015,172,0.35, ,0.00, ,752,R,8.2, ,94.1, ,60.3, ,78.5, ,48, ,13, ,25, ,39.3, ,7.5, ,180.3, ,74.4, 
2,FivePoints,San Joaquin Valley,6/22/2015,173,0.32, ,0.00, ,755,R,7.3, ,92.9, ,55.5, ,75.6, ,48, ,13, ,24, ,36.5, ,5.7, ,136.7, ,74.0, 
2,FivePoints,San Joaquin Valley,6/23/2015,174,0.32, ,0.00, ,744, ,8.7, ,93.5, ,55.4, ,76.8, ,56, ,15, ,28, ,41.0, ,5.4, ,128.9, ,73.8, 
2,FivePoints,San Joaquin Valley,6/24/2015,175,0.31, ,0.00, ,731, ,10.4, ,96.6, ,58.2, ,79.1, ,56, ,17, ,31, ,45.6, ,5.0, ,119.8, ,74.9, 
2,FivePoints,San Joaquin Valley,6/25/2015,176,0.31, ,0.00, ,724, ,11.5, ,102.7, ,61.8, ,84.0, ,56, ,15, ,29, ,48.2, ,3.8, ,92.1, ,75.5, 
2,FivePoints,San Joaquin Valley,6/26/2015,177,0.31, ,0.00, ,677, ,10.6, ,104.1, ,65.5, ,85.1, ,55, ,11, ,26, ,46.2, ,5.2, ,123.9, ,75.8, 
2,FivePoints,San Joaquin Valley,6/27/2015,178,0.28, ,0.00, ,557, ,12.0, ,100.0, ,68.5, ,83.7, ,44, ,16, ,30, ,49.3, ,6.0, ,143.6, ,75.5, 
2,FivePoints,San Joaquin Valley,6/28/2015,179,0.25, ,0.00, ,518, ,14.8, ,92.7, ,69.0, ,81.0, ,60, ,26, ,41, ,55.1, ,7.1, ,170.5, ,75.6, 
2,FivePoints,San Joaquin Valley,6/29/2015,180,0.29, ,0.00, ,609, ,14.0, ,95.9, ,66.1, ,81.4, ,65, ,23, ,38, ,53.6, ,7.3, ,174.3, ,75.7, 
2,FivePoints,San Joaquin Valley,6/30/2015,181,0.32, ,0.00, ,662, ,12.8, ,103.5, ,68.4, ,86.5, ,49, ,15, ,30, ,51.1, ,4.7, ,112.9, ,75.9, 
5,Shafter,San Joaquin Valley,4/1/2015,091,0.18, ,0.00, ,581, ,7.1, ,72.5, ,41.4, ,57.4, ,88, ,21, ,44, ,35.7, ,3.7, ,89.1, ,64.5, 
5,Shafter,San Joaquin Valley,4/2/2015,092,0.18, ,0.00, ,586, ,7.1, ,70.7, ,39.0, ,54.6, ,82, ,23, ,49, ,35.8, ,3.6, ,87.5, ,63.8, 
5,Shafter,San Joaquin Valley,4/3/2015,093,0.19, ,0.00, ,583, ,7.7, ,77.1, ,39.4, ,57.9, ,87, ,20, ,47, ,37.9, ,3.6, ,85.3, ,63.4, 
5,Shafter,San Joaquin Valley,4/4/2015,094,0.19, ,0.00, ,589, ,7.3, ,77.4, ,41.5, ,60.1, ,81, ,17, ,41, ,36.3, ,3.4, ,82.1, ,63.5, 
5,Shafter,San Joaquin Valley,4/5/2015,095,0.18, ,0.00, ,577, ,7.5, ,71.5, ,40.1, ,56.8, ,81, ,25, ,47, ,37.1, ,4.2, ,99.9, ,63.4, 
5,Shafter,San Joaquin Valley,4/6/2015,096,0.16, ,0.00, ,568, ,7.5, ,65.5, ,44.7, ,54.9, ,77, ,26, ,51, ,37.2, ,4.2, ,100.3, ,66.3, 
5,Shafter,San Joaquin Valley,4/7/2015,097,0.09, ,0.06, ,312, ,8.5, ,64.3, ,39.7, ,52.2, ,84, ,35, ,64, ,40.4, ,5.4, ,128.5, ,66.4, 
5,Shafter,San Joaquin Valley,4/8/2015,098,0.15, ,0.00, ,542, ,8.9, ,63.7, ,43.2, ,52.4, ,95, ,37, ,66, ,41.4, ,3.8, ,90.0, ,64.6, 
5,Shafter,San Joaquin Valley,4/9/2015,099,0.13, ,0.00, ,622, ,10.5, ,67.0, ,46.6, ,58.2, ,92, ,45, ,64, ,45.9, ,3.9, ,92.7, ,64.2, 
5,Shafter,San Joaquin Valley,4/10/2015,100,0.18, ,0.00, ,578, ,10.1, ,73.4, ,42.4, ,58.4, ,94, ,33, ,61, ,44.8, ,3.2, ,75.9, ,64.3, 
5,Shafter,San Joaquin Valley,4/11/2015,101,0.19, ,0.00, ,602, ,9.6, ,75.7, ,43.0, ,60.5, ,88, ,29, ,54, ,43.6, ,3.4, ,81.6, ,64.8, 
5,Shafter,San Joaquin Valley,4/12/2015,102,0.20, ,0.00, ,610, ,11.3, ,79.2, ,46.1, ,62.0, ,85, ,32, ,59, ,47.7, ,3.4, ,81.3, ,65.2, 
5,Shafter,San Joaquin Valley,4/13/2015,103,0.24, ,0.00, ,606, ,9.8, ,85.6, ,46.9, ,67.1, ,90, ,23, ,43, ,43.9, ,4.7, ,112.9, ,65.8, 
5,Shafter,San Joaquin Valley,4/14/2015,104,0.17, ,0.00, ,521, ,7.8, ,68.1, ,44.8, ,57.3, ,84, ,29, ,48, ,38.0, ,4.5, ,108.3, ,66.0, 
5,Shafter,San Joaquin Valley,4/15/2015,105,0.19, ,0.00, ,629, ,6.9, ,72.5, ,38.5, ,55.7, ,79, ,22, ,45, ,35.0, ,3.5, ,83.1, ,65.0, 
5,Shafter,San Joaquin Valley,4/16/2015,106,0.22, ,0.00, ,633, ,6.8, ,81.1, ,40.6, ,62.2, ,84, ,15, ,36, ,34.6, ,3.9, ,94.1, ,64.9, 
5,Shafter,San Joaquin Valley,4/17/2015,107,0.23, ,0.00, ,628, ,7.7, ,83.3, ,45.1, ,65.0, ,67, ,16, ,37, ,37.8, ,3.9, ,94.2, ,65.2, 
5,Shafter,San Joaquin Valley,4/18/2015,108,0.23, ,0.00, ,630, ,8.7, ,85.1, ,46.0, ,67.3, ,77, ,17, ,38, ,40.9, ,3.7, ,90.0, ,65.7, 
5,Shafter,San Joaquin Valley,4/19/2015,109,0.24, ,0.00, ,625, ,9.6, ,87.4, ,48.6, ,69.2, ,74, ,21, ,39, ,43.4, ,4.1, ,99.5, ,66.2, 
5,Shafter,San Joaquin Valley,4/20/2015,110,0.24, ,0.00, ,619, ,10.6, ,86.2, ,51.7, ,69.4, ,76, ,26, ,43, ,46.1, ,4.3, ,103.3, ,66.8, 
5,Shafter,San Joaquin Valley,4/21/2015,111,0.20, ,0.00, ,533, ,10.9, ,76.1, ,51.2, ,63.6, ,81, ,35, ,54, ,46.8, ,5.4, ,129.0, ,67.0, 
5,Shafter,San Joaquin Valley,4/22/2015,112,0.20, ,0.00, ,590, ,11.4, ,75.5, ,50.6, ,63.0, ,85, ,41, ,58, ,48.1, ,4.8, ,116.0, ,66.9, 
5,Shafter,San Joaquin Valley,4/23/2015,113,0.21, ,0.03, ,601, ,11.6, ,78.7, ,51.6, ,64.7, ,81, ,34, ,55, ,48.4, ,4.9, ,117.1, ,67.2, 
5,Shafter,San Joaquin Valley,4/24/2015,114,0.20, ,0.00, ,563, ,10.4, ,73.8, ,51.9, ,62.4, ,84, ,33, ,54, ,45.5, ,5.1, ,122.3, ,67.4, 
5,Shafter,San Joaquin Valley,4/25/2015,115,0.13, ,0.04, ,420, ,11.5, ,68.3, ,50.9, ,58.2, ,84, ,52, ,69, ,48.2, ,4.4, ,105.9, ,66.8, 
5,Shafter,San Joaquin Valley,4/26/2015,116,0.21, ,0.00, ,632, ,10.2, ,73.1, ,43.9, ,59.1, ,95, ,33, ,59, ,45.0, ,3.9, ,94.3, ,66.3, 
5,Shafter,San Joaquin Valley,4/27/2015,117,0.24, ,0.00, ,648, ,11.0, ,84.4, ,49.2, ,67.6, ,78, ,24, ,48, ,47.0, ,4.0, ,97.1, ,66.7, 
5,Shafter,San Joaquin Valley,4/28/2015,118,0.26, ,0.00, ,650, ,11.5, ,90.4, ,52.3, ,72.5, ,78, ,16, ,42, ,48.2, ,4.0, ,95.8, ,67.6, 
5,Shafter,San Joaquin Valley,4/29/2015,119,0.24, ,0.00, ,615, ,13.0, ,88.3, ,55.6, ,72.1, ,83, ,27, ,48, ,51.6, ,3.8, ,90.5, ,68.3, 
5,Shafter,San Joaquin Valley,4/30/2015,120,0.20, ,0.00, ,555, ,13.7, ,86.6, ,54.1, ,71.3, ,80, ,30, ,53, ,53.0, ,3.2, ,77.7, ,70.2, 
5,Shafter,San Joaquin Valley,5/1/2015,121,0.27, ,0.00, ,608, ,9.6, ,94.7,Y,56.2, ,75.3, ,77, ,12, ,32, ,43.6, ,5.1, ,122.1, ,71.5, 
5,Shafter,San Joaquin Valley,5/2/2015,122,0.28, ,0.00, ,670, ,8.0, ,90.9, ,50.6, ,72.5, ,69, ,13, ,29, ,38.9, ,4.9, ,117.6, ,71.0, 
5,Shafter,San Joaquin Valley,5/3/2015,123,0.27, ,0.00, ,674, ,8.7, ,87.1, ,49.2, ,69.0, ,72, ,17, ,36, ,41.0, ,4.7, ,113.2, ,70.8, 
5,Shafter,San Joaquin Valley,5/4/2015,124,0.25, ,0.00, ,669, ,10.2, ,82.6, ,49.2, ,66.4, ,83, ,25, ,46, ,45.0, ,4.7, ,113.8, ,70.5, 
5,Shafter,San Joaquin Valley,5/5/2015,125,0.25, ,0.00, ,647, ,9.8, ,80.9, ,50.8, ,66.0, ,82, ,23, ,45, ,44.1, ,5.2, ,125.1, ,70.4, 
5,Shafter,San Joaquin Valley,5/6/2015,126,0.24, ,0.00, ,682, ,8.5, ,76.7, ,50.9, ,63.2, ,70, ,21, ,43, ,40.3, ,5.3, ,127.9, ,70.1, 
5,Shafter,San Joaquin Valley,5/7/2015,127,0.23, ,0.00, ,635, ,8.9, ,69.2, ,47.5, ,57.7, ,79, ,30, ,55, ,41.6, ,7.7,R,185.1,R,69.5, 
5,Shafter,San Joaquin Valley,5/8/2015,128,0.14, ,0.00, ,435, ,9.5, ,66.9, ,50.4, ,57.9, ,80, ,38, ,58, ,43.3, ,3.4, ,81.5, ,68.7, 
5,Shafter,San Joaquin Valley,5/9/2015,129,0.20, ,0.00, ,590, ,11.4, ,76.3, ,51.0, ,63.0, ,81, ,34, ,58, ,47.9, ,3.5, ,84.7, ,68.8, 
5,Shafter,San Joaquin Valley,5/10/2015,130,0.25, ,0.00, ,677, ,12.0, ,85.5, ,51.0, ,68.6, ,85, ,26, ,50, ,49.5, ,3.8, ,92.3, ,69.3, 
