,longitude,latitude,population,households,median_income,median_house_value,ocean_proximity,County
77,-124.09,40.86,794.0,379.0,1.1742,75000.0,NEAR OCEAN,Humboldt County
78,-124.09,40.87,398.0,211.0,1.1576,87500.0,NEAR OCEAN,Humboldt County
79,-124.09,40.88,2825.0,1180.0,2.061166666666667,87333.33333333333,NEAR OCEAN,Humboldt County
80,-124.09,40.92,1153.0,462.0,2.8182,126900.0,NEAR OCEAN,Humboldt County
81,-124.09,40.95,1248.0,472.0,2.5893,99600.0,NEAR OCEAN,Humboldt County
82,-124.08,40.06,393.0,163.0,2.625,135600.0,NEAR OCEAN,Humboldt County
83,-124.08,40.86,805.0,502.0,1.1157,150000.0,NEAR OCEAN,Humboldt County
84,-124.08,40.87,990.0,425.0,1.1479,101100.0,NEAR OCEAN,Humboldt County
85,-124.08,40.91,1381.0,628.0,1.6667,78800.0,NEAR OCEAN,Humboldt County
86,-124.08,40.94,941.0,335.0,2.3147,70100.0,NEAR OCEAN,Humboldt County
87,-124.08,40.99,1554.0,578.0,2.6847,111300.0,NEAR OCEAN,Humboldt County
88,-124.08,41.36,509.0,196.0,2.0156,62800.0,NEAR OCEAN,Humboldt County
89,-124.07,40.81,1019.0,387.0,2.9911,119700.0,NEAR OCEAN,Humboldt County
90,-124.07,40.87,1576.0,463.0,1.4910999999999999,126150.0,NEAR OCEAN,Humboldt County
91,-124.06,40.86,1891.0,669.0,3.2216,98100.0,NEAR OCEAN,Humboldt County
92,-124.06,40.88,1603.0,438.0,2.5667,139500.0,NEAR OCEAN,Humboldt County
93,-124.06,41.13,1384.0,578.0,2.4708,119400.0,NEAR OCEAN,Humboldt County
94,-124.05,40.59,937.0,353.0,3.4408,95200.0,<1H OCEAN,Humboldt County
95,-124.05,40.85,1005.0,401.0,3.5156,143000.0,NEAR OCEAN,Humboldt County
96,-124.05,40.94,516.0,181.0,5.0329,165600.0,NEAR OCEAN,Humboldt County
97,-124.03,40.45,443.0,158.0,2.6094,71300.0,<1H OCEAN,Humboldt County
98,-124.02,40.72,1658.0,598.0,3.8095,119900.0,<1H OCEAN,Humboldt County
99,-124.02,40.8,1198.0,442.0,3.9792,133900.0,<1H OCEAN,Humboldt County
100,-124.01,40.89,811.0,314.0,2.4559,75600.0,<1H OCEAN,Humboldt County
101,-124.01,40.97,943.0,301.0,3.5380000000000003,102700.0,<1H OCEAN,Humboldt County
102,-124.0,40.22,816.0,326.0,1.319,70700.0,<1H OCEAN,NULL
103,-124.0,40.92,672.0,266.0,2.9485,98800.0,<1H OCEAN,Humboldt County
104,-123.98,40.88,844.0,336.0,2.6923,84200.0,<1H OCEAN,Humboldt County
105,-123.96,40.57,883.0,310.0,2.3167,92600.0,<1H OCEAN,Humboldt County
106,-123.92,41.54,1382.0,499.0,2.0202,71100.0,NEAR OCEAN,Del Norte County
107,-123.91,41.68,743.0,314.0,2.9688,152700.0,<1H OCEAN,Del Norte County
108,-123.88,40.93,519.0,220.0,3.2891,106300.0,<1H OCEAN,Humboldt County
109,-123.85,39.39,2095.0,857.0,3.1839999999999997,140500.0,<1H OCEAN,Mendocino County
110,-123.85,39.42,895.0,451.0,1.7574,150000.0,<1H OCEAN,Mendocino County
111,-123.85,41.32,425.0,157.0,1.0486,36700.0,<1H OCEAN,Humboldt County
112,-123.84,39.46,552.0,201.0,2.5192,110400.0,<1H OCEAN,Mendocino County
113,-123.84,39.83,515.0,227.0,1.5278,145800.0,NEAR OCEAN,Mendocino County
114,-123.84,40.28,1093.0,438.0,2.0962,74000.0,<1H OCEAN,Humboldt County
115,-123.83,41.88,660.0,258.0,3.13,116700.0,<1H OCEAN,Del Norte County
116,-123.82,40.12,1221.0,486.0,2.0869999999999997,82400.0,<1H OCEAN,Humboldt County
117,-123.82,40.16,1184.0,453.0,1.2227,76800.0,<1H OCEAN,Humboldt County
118,-123.81,39.31,887.0,432.0,3.3654,225000.0,NEAR OCEAN,Mendocino County
119,-123.81,39.34,773.0,325.0,3.1563,277000.0,<1H OCEAN,Mendocino County
120,-123.8,39.44,1773.0,762.0,1.9210500000000001,94300.0,<1H OCEAN,Mendocino County
121,-123.8,39.46,698.0,299.0,2.9243,131600.0,<1H OCEAN,Mendocino County
122,-123.8,39.47,1202.0,460.0,2.7857,150300.0,<1H OCEAN,Mendocino County
123,-123.79,39.44,3139.0,1179.0,3.1661333333333332,111766.66666666667,<1H OCEAN,Mendocino County
124,-123.79,39.5,588.0,274.0,2.325,157300.0,<1H OCEAN,Mendocino County
125,-123.78,40.05,899.0,347.0,2.1864,101900.0,<1H OCEAN,Humboldt County
126,-123.76,41.03,1058.0,414.0,2.0644,79800.0,<1H OCEAN,Humboldt County
127,-123.75,39.37,830.0,279.0,3.25,151400.0,<1H OCEAN,Mendocino County
128,-123.75,40.11,900.0,402.0,1.9625,101500.0,<1H OCEAN,Humboldt County
129,-123.74,40.66,983.0,375.0,3.0469,136000.0,<1H OCEAN,Humboldt County
130,-123.73,39.17,1745.0,794.0,2.375,158800.0,NEAR OCEAN,Mendocino County
131,-123.73,39.44,380.0,142.0,2.7,165000.0,<1H OCEAN,Mendocino County
132,-123.73,40.48,746.0,251.0,1.7153,77100.0,INLAND,Humboldt County
133,-123.72,41.09,1166.0,363.0,1.8208,50000.0,<1H OCEAN,Humboldt County
134,-123.71,39.88,656.0,303.0,1.4952,69800.0,NEAR OCEAN,Mendocino County
135,-123.7,39.32,711.0,292.0,3.1071,213200.0,<1H OCEAN,Mendocino County
136,-123.69,38.9,1140.0,428.0,2.1985,95300.0,NEAR OCEAN,Mendocino County
137,-123.68,40.24,917.0,359.0,1.725,54300.0,<1H OCEAN,Humboldt County
138,-123.66,41.3,686.0,264.0,1.8065,62700.0,<1H OCEAN,Humboldt County
139,-123.64,39.45,1908.0,642.0,3.0433,140700.0,<1H OCEAN,Mendocino County
140,-123.63,41.11,1033.0,327.0,1.4911,59200.0,<1H OCEAN,Humboldt County
141,-123.59,38.8,1742.0,803.0,3.1201,176100.0,NEAR OCEAN,Mendocino County
142,-123.58,39.66,887.0,332.0,2.2429,100000.0,<1H OCEAN,Mendocino County
143,-123.54,39.17,1032.0,369.0,2.2946,101000.0,<1H OCEAN,Mendocino County
144,-123.53,38.93,506.0,211.0,2.5625,165600.0,NEAR OCEAN,Mendocino County
145,-123.53,40.88,918.0,345.0,2.2115,75000.0,INLAND,Trinity County
146,-123.52,41.01,517.0,222.0,2.1542,83800.0,INLAND,Humboldt County
147,-123.5,39.67,1122.0,446.0,2.1793,71500.0,INLAND,Mendocino County
148,-123.49,38.7,594.0,327.0,3.3125,295400.0,NEAR OCEAN,Sonoma County
149,-123.48,40.34,216.0,80.0,2.7083,64500.0,INLAND,Trinity County
150,-123.48,40.79,287.0,104.0,1.9107,79200.0,INLAND,Trinity County
151,-123.47,39.8,863.0,346.0,2.3571,79200.0,INLAND,Mendocino County
152,-123.43,40.22,87.0,37.0,3.625,67500.0,INLAND,Trinity County
153,-123.41,40.07,141.0,53.0,0.8362,87500.0,INLAND,Trinity County
154,-123.41,40.61,301.0,126.0,1.7875,55000.0,INLAND,Trinity County
155,-123.41,41.6,669.0,273.0,1.965,65400.0,INLAND,Siskiyou County
156,-123.4,39.46,2111.0,758.0,3.2156,104400.0,<1H OCEAN,Mendocino County
157,-123.39,38.99,812.0,258.0,3.4063,109400.0,<1H OCEAN,Mendocino County
158,-123.38,39.37,1899.0,730.0,2.6424,124600.0,<1H OCEAN,Mendocino County
159,-123.38,41.8,1000.0,390.0,2.2976,54400.0,INLAND,Siskiyou County
160,-123.37,39.43,1281.0,479.0,3.588,96000.0,<1H OCEAN,Mendocino County
161,-123.36,39.01,857.0,288.0,2.7232,115400.0,<1H OCEAN,Mendocino County
162,-123.36,39.25,522.0,202.0,2.5875,144500.0,<1H OCEAN,Mendocino County
163,-123.36,39.4,715.0,275.0,1.5625,71500.0,<1H OCEAN,Mendocino County
164,-123.36,39.41,808.0,330.0,2.9183,76900.0,<1H OCEAN,Mendocino County
165,-123.35,39.4,779.0,327.0,1.85,71800.0,<1H OCEAN,Mendocino County
166,-123.35,39.42,904.0,295.0,2.1625,77200.0,<1H OCEAN,Mendocino County
167,-123.35,40.99,47.0,23.0,1.125,66000.0,INLAND,Trinity County
168,-123.34,39.1,3002.0,992.0,3.0652,131100.0,<1H OCEAN,Mendocino County
169,-123.34,39.39,1636.0,615.0,2.3333,84000.0,<1H OCEAN,Mendocino County
170,-123.34,39.5,1064.0,433.0,1.8967,96600.0,INLAND,Mendocino County
171,-123.32,39.42,1133.0,402.0,2.3906,92600.0,<1H OCEAN,Mendocino County
172,-123.32,40.43,131.0,57.0,0.4999,56700.0,INLAND,Trinity County
173,-123.28,40.77,301.0,121.0,1.625,79200.0,INLAND,Trinity County
174,-123.26,41.86,1117.0,424.0,2.7222,64600.0,INLAND,Siskiyou County
175,-123.25,38.54,1278.0,518.0,3.3536,157500.0,NEAR OCEAN,Sonoma County
176,-123.24,38.7,569.0,176.0,2.7171,131300.0,NEAR OCEAN,Sonoma County
177,-123.24,39.81,746.0,259.0,1.7788,57900.0,INLAND,Mendocino County
178,-123.23,39.13,529.0,217.0,3.8958,144000.0,<1H OCEAN,Mendocino County
179,-123.23,39.33,448.0,140.0,3.9632,147100.0,<1H OCEAN,Mendocino County
180,-123.23,39.77,991.0,377.0,1.2281,60300.0,INLAND,Mendocino County
181,-123.22,39.15,1143.0,473.0,3.48025,118650.0,<1H OCEAN,Mendocino County
182,-123.22,39.16,4094.0,1397.0,3.14485,132100.0,<1H OCEAN,Mendocino County
183,-123.22,39.28,3148.0,1088.0,3.1455,142900.0,<1H OCEAN,Mendocino County
184,-123.22,40.16,396.0,150.0,2.8472,41300.0,INLAND,Trinity County
185,-123.22,40.54,847.0,330.0,1.9034,49600.0,INLAND,Trinity County
186,-123.21,39.07,877.0,312.0,3.7833,159800.0,<1H OCEAN,Mendocino County
187,-123.21,39.13,822.0,234.0,4.0469,127400.0,<1H OCEAN,Mendocino County
188,-123.21,39.14,2037.0,794.0,2.4516,107300.0,<1H OCEAN,Mendocino County
189,-123.21,39.15,1984.0,854.0,2.10355,110900.0,<1H OCEAN,Mendocino County
190,-123.21,39.18,1501.0,584.0,2.6275,142100.0,<1H OCEAN,Mendocino County
191,-123.21,39.2,1560.0,647.0,2.2926,149300.0,<1H OCEAN,Mendocino County
192,-123.21,40.51,152.0,61.0,1.375,48800.0,INLAND,Trinity County
193,-123.2,39.13,1065.0,401.0,1.375,84400.0,<1H OCEAN,Mendocino County
194,-123.2,39.14,878.0,399.0,1.8042,109200.0,<1H OCEAN,Mendocino County
195,-123.2,39.15,592.0,225.0,2.0074,96200.0,<1H OCEAN,Mendocino County
196,-123.2,39.16,1195.0,467.0,1.7929,82300.0,<1H OCEAN,Mendocino County
197,-123.2,39.23,494.0,161.0,2.3583,105400.0,<1H OCEAN,Mendocino County
198,-123.19,39.12,196.0,60.0,2.3125,70000.0,<1H OCEAN,Mendocino County
199,-123.19,39.15,1232.0,488.0,2.6012,125600.0,<1H OCEAN,Mendocino County
200,-123.19,39.21,821.0,285.0,3.5917,118800.0,<1H OCEAN,Mendocino County
201,-123.18,39.23,115.0,54.0,2.125,175000.0,<1H OCEAN,Mendocino County
202,-123.18,39.26,1558.0,535.0,3.7880000000000003,134200.0,<1H OCEAN,Mendocino County
203,-123.18,40.58,695.0,254.0,1.7262,73700.0,INLAND,Trinity County
204,-123.17,39.15,816.0,325.0,4.425,161900.0,<1H OCEAN,Mendocino County
205,-123.17,39.18,1030.0,308.0,5.9585,214900.0,<1H OCEAN,Mendocino County
206,-123.17,40.31,18.0,8.0,0.536,14999.0,INLAND,Trinity County
207,-123.16,39.1,327.0,81.0,2.775,120800.0,<1H OCEAN,Mendocino County
208,-123.16,39.13,1048.0,303.0,1.7813,94700.0,<1H OCEAN,Mendocino County
209,-123.15,38.94,1048.0,358.0,2.7171,95800.0,<1H OCEAN,Mendocino County
210,-123.15,39.31,424.0,152.0,2.8833,154200.0,INLAND,Mendocino County
211,-123.15,39.74,281.0,108.0,2.9306,70000.0,INLAND,Mendocino County
212,-123.13,40.85,675.0,282.0,1.8933,84700.0,INLAND,Trinity County
213,-123.12,40.54,539.0,201.0,1.8696,61500.0,INLAND,Trinity County
214,-123.11,39.32,1421.0,430.0,3.3431,137500.0,INLAND,Mendocino County
215,-123.11,40.6,316.0,136.0,1.1602,65000.0,INLAND,Trinity County
216,-123.1,38.79,1643.0,638.0,2.8344,164400.0,<1H OCEAN,Sonoma County
217,-123.1,38.97,697.0,251.0,2.5761,94900.0,<1H OCEAN,Mendocino County
218,-123.1,39.15,454.0,188.0,3.8333,116100.0,<1H OCEAN,NULL
219,-123.1,39.36,611.0,226.0,1.746,105000.0,INLAND,Mendocino County
220,-123.08,38.38,923.0,373.0,3.9167,232600.0,NEAR OCEAN,Sonoma County
221,-123.08,40.4,140.0,49.0,1.7969,37500.0,INLAND,Trinity County
222,-123.08,41.26,1066.0,424.0,1.6757,63300.0,INLAND,Siskiyou County
223,-123.07,38.46,280.0,139.0,2.3611,112500.0,NEAR OCEAN,Sonoma County
224,-123.07,39.12,353.0,145.0,3.8333,92600.0,<1H OCEAN,Lake County
225,-123.04,38.49,1387.0,582.0,2.6161,132500.0,NEAR OCEAN,Sonoma County
226,-123.03,38.79,1998.0,673.0,3.375,171900.0,<1H OCEAN,Sonoma County
227,-123.02,38.36,778.0,284.0,3.8589,268800.0,NEAR OCEAN,Sonoma County
228,-123.02,38.46,524.0,259.0,2.0556,120000.0,NEAR OCEAN,Sonoma County
229,-123.02,38.54,768.0,322.0,3.2315,136900.0,<1H OCEAN,Sonoma County
230,-123.02,38.81,1404.0,582.0,3.13375,139700.0,<1H OCEAN,Sonoma County
231,-123.01,38.48,354.0,176.0,1.3712,118300.0,NEAR OCEAN,Sonoma County
232,-123.01,38.67,394.0,132.0,4.6875,246200.0,<1H OCEAN,Sonoma County
233,-123.01,38.79,1417.0,535.0,3.2546,134100.0,<1H OCEAN,Sonoma County
234,-123.01,38.8,131.0,74.0,3.5156,133300.0,<1H OCEAN,Sonoma County
235,-123.0,38.33,851.0,418.0,5.6445,364800.0,NEAR OCEAN,Sonoma County
236,-123.0,38.51,759.0,311.0,2.6726,153100.0,NEAR OCEAN,Sonoma County
237,-122.99,39.02,851.0,273.0,3.45,164100.0,<1H OCEAN,Lake County
238,-122.98,38.44,1328.0,590.0,3.1,162100.0,<1H OCEAN,Sonoma County
239,-122.97,38.5,1112.0,470.0,1.9265,132700.0,<1H OCEAN,Sonoma County
240,-122.97,38.53,1257.0,571.0,2.1165,98700.0,<1H OCEAN,Sonoma County
241,-122.96,38.26,308.0,132.0,3.1429,240900.0,NEAR OCEAN,Marin County
242,-122.96,38.42,940.0,361.0,2.9375,122900.0,<1H OCEAN,Sonoma County
243,-122.96,40.77,753.0,270.0,3.2891,93100.0,INLAND,Trinity County
244,-122.95,38.73,863.0,287.0,2.9792,151300.0,<1H OCEAN,Sonoma County
245,-122.95,39.13,225.0,72.0,3.25,137500.0,INLAND,Lake County
246,-122.95,40.67,574.0,242.0,2.0268,94200.0,INLAND,Trinity County
247,-122.95,40.71,987.0,364.0,2.4792,88800.0,INLAND,Trinity County
248,-122.94,38.49,777.0,344.0,2.7072,117100.0,<1H OCEAN,Sonoma County
249,-122.94,38.5,807.0,366.0,2.6316,117000.0,<1H OCEAN,Sonoma County
250,-122.94,38.53,505.0,184.0,3.7143,148800.0,<1H OCEAN,Sonoma County
251,-122.94,38.57,728.0,250.0,5.1005,266700.0,<1H OCEAN,Sonoma County
252,-122.94,38.64,2072.0,636.0,4.0781,287800.0,<1H OCEAN,Sonoma County
253,-122.94,39.1,272.0,105.0,2.8906,140600.0,INLAND,Lake County
254,-122.93,38.02,628.0,219.0,3.5469,200000.0,NEAR OCEAN,Marin County
255,-122.93,38.38,1128.0,414.0,3.9336,262500.0,<1H OCEAN,Sonoma County
256,-122.93,40.78,1685.0,757.0,2.3667,91200.0,INLAND,Trinity County
257,-122.93,41.48,1800.0,660.0,2.7230000000000003,79600.0,INLAND,Siskiyou County
258,-122.92,38.97,904.0,333.0,2.9934,134200.0,<1H OCEAN,Lake County
259,-122.92,39.05,2196.0,818.0,3.05545,99850.0,INLAND,Lake County
260,-122.92,39.08,146.0,57.0,4.0,166300.0,INLAND,Lake County
261,-122.92,41.7,1634.0,619.0,2.3571,62000.0,INLAND,Siskiyou County
262,-122.91,38.43,852.0,308.0,4.6705,269800.0,<1H OCEAN,Sonoma County
263,-122.91,38.46,912.0,329.0,4.5,251900.0,<1H OCEAN,Sonoma County
264,-122.91,38.49,1137.0,474.0,3.6343,146500.0,<1H OCEAN,Sonoma County
265,-122.91,39.03,723.0,427.0,1.3532,95800.0,INLAND,Lake County
266,-122.91,39.05,916.0,318.0,3.4941500000000003,94250.0,INLAND,Lake County
267,-122.91,39.06,601.0,261.0,1.939,100300.0,INLAND,Lake County
268,-122.91,39.07,1000.0,381.0,2.4423,102300.0,INLAND,Lake County
269,-122.91,39.17,142.0,39.0,4.35,68300.0,INLAND,Lake County
270,-122.91,39.18,86.0,27.0,2.0208,72500.0,INLAND,Lake County
271,-122.9,38.28,627.0,185.0,2.3482,163500.0,NEAR OCEAN,Marin County
272,-122.9,39.09,835.0,380.0,1.9141,143200.0,INLAND,Lake County
273,-122.9,39.17,649.0,232.0,2.575,73600.0,INLAND,Lake County
274,-122.9,39.23,534.0,179.0,3.9519,98900.0,INLAND,Lake County
275,-122.9,41.46,600.0,241.0,1.7292,61700.0,INLAND,Siskiyou County
276,-122.89,38.38,931.0,336.0,5.7664,267500.0,<1H OCEAN,Sonoma County
277,-122.89,38.4,1445.0,515.0,4.511,296800.0,<1H OCEAN,Sonoma County
278,-122.89,38.42,1015.0,381.0,5.1512,268300.0,<1H OCEAN,Sonoma County
279,-122.89,38.93,504.0,223.0,2.7188,105700.0,<1H OCEAN,Lake County
280,-122.89,39.11,585.0,254.0,2.2551,71100.0,INLAND,Lake County
281,-122.89,39.42,26.0,19.0,0.4999,73500.0,INLAND,Lake County
282,-122.89,40.76,270.0,90.0,2.3958,102100.0,INLAND,Trinity County
283,-122.88,38.34,1641.0,585.0,5.0574,276200.0,<1H OCEAN,Sonoma County
284,-122.88,38.46,737.0,305.0,2.5687,249200.0,<1H OCEAN,Sonoma County
285,-122.88,39.14,521.0,196.0,2.2188,106300.0,INLAND,Lake County
286,-122.87,38.39,541.0,180.0,4.5147,271400.0,<1H OCEAN,Sonoma County
287,-122.87,38.43,1065.0,347.0,4.0446,172200.0,<1H OCEAN,Sonoma County
288,-122.87,38.48,1832.0,715.0,3.5085,187800.0,<1H OCEAN,Sonoma County
289,-122.87,38.61,1456.0,500.0,3.7361,173700.0,<1H OCEAN,Sonoma County
290,-122.87,38.62,2434.0,893.0,2.6889000000000003,168050.0,<1H OCEAN,Sonoma County
291,-122.87,38.68,2053.0,629.0,3.7352,228000.0,<1H OCEAN,Sonoma County
292,-122.87,39.13,810.0,321.0,1.6369,86500.0,INLAND,Lake County
293,-122.86,38.1,691.0,343.0,4.3125,261500.0,NEAR OCEAN,Marin County
294,-122.86,38.42,584.0,225.0,3.6667,244400.0,<1H OCEAN,Sonoma County
295,-122.86,38.44,716.0,288.0,3.4471,209500.0,<1H OCEAN,Sonoma County
296,-122.86,38.61,982.0,380.0,3.4013,183300.0,<1H OCEAN,Sonoma County
297,-122.86,38.62,1231.0,499.0,2.7432,174000.0,<1H OCEAN,Sonoma County
298,-122.86,39.05,647.0,253.0,2.5326,136800.0,INLAND,Lake County
299,-122.86,39.08,1015.0,448.0,2.0417,78800.0,INLAND,Lake County
300,-122.86,40.56,423.0,172.0,1.7393,81300.0,INLAND,Trinity County
301,-122.85,38.37,810.0,297.0,4.4437,305000.0,<1H OCEAN,Sonoma County
302,-122.85,38.46,1309.0,512.0,4.7105,266200.0,<1H OCEAN,Sonoma County
303,-122.85,38.52,2568.0,762.0,3.6583,183200.0,<1H OCEAN,Sonoma County
304,-122.85,38.62,1908.0,697.0,4.5913,244600.0,<1H OCEAN,Sonoma County
305,-122.85,38.77,1027.0,405.0,4.6953,241700.0,<1H OCEAN,Sonoma County
306,-122.85,39.0,753.0,252.0,1.8704,88500.0,INLAND,Lake County
307,-122.84,38.07,701.0,297.0,3.8269,270700.0,NEAR OCEAN,Marin County
308,-122.84,38.39,793.0,280.0,4.4357,216900.0,<1H OCEAN,Sonoma County
309,-122.84,38.4,1446.0,599.0,3.6696,194400.0,<1H OCEAN,Sonoma County
